"Covariate","R^2"
"HOUSE_HEATING_FUEL_Occupied_housing_units_Other_fuel",0.209110260323711
"swc_fr_11_res3600.8640_SwcSoilVariance_11",0.208595715857206
"swc_fr_07_res3600.8640_SwcSoilVariance_07",0.203756302512774
"CULT_2000",0.201200145668506
"Chance_Wearing_Mask",0.199763184253436
"wc2.0_30s_wind_10",0.199384187432941
"H_FEMALE_60.79",0.19933391545939
"HOUSING_OCCUPANCY_Total_housing_units_Occupied_housing_units",0.1979860706804
"HOUSING_OCCUPANCY_Total_housing_units_Vacant_housing_units",0.1979860706804
"wc2.0_30s_srad_06",0.197948550985627
"gathering_size_25_11",0.19794503569558
"GRS_2000_HiRes",0.197585075014876
"soil_nutrient_retention",0.197516597404073
"swc_fr_10_res3600.8640_SwcSoilVariance_10_shuffled",0.196072372479713
"AA_MALE_0.19_shuffled",0.195697505569723
"GloAspectClN_30as",0.195543215242133
"YEAR_STRUCTURE_BUILT_Total_housing_units_Built_1940_to_1949",0.19549532214589
"NHNA_MALE_20.39",0.194862969604342
"NHWAC_FEMALE_20.39",0.194632119930433
"NHWAC_MALE_40.59_shuffled",0.191749239120256
"HTOM_FEMALE_60.79",0.191469495213447
"swc_fr_10_res3600.8640_SwcSoilVariance_10",0.191112539217652
"HAAC_MALE_0.19",0.190395765523411
"GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_Occupied_units_paying_rent_Less_than_15_percent",0.190132710077497
"NHWAC_FEMALE_40.59",0.188182321854049
"WA_FEMALE_AllAges",0.186964100824686
"aet_by_wind_10",0.185583866481203
"wc2.0_30s_tmin_05_shuffled",0.185473793804827
"HWA_FEMALE_80plus",0.184657830857328
"SELECTED_MONTHLY_OWNER_COSTS_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_Housing_units_with_a_mortgage_20_to_24point9_percent",0.183687933013785
"CULTRF_2000",0.183632764781291
"HWAC_FEMALE_80plus",0.183533116490967
"NHNA_MALE_0.19",0.183207918985559
"MODCF_monthlymean_06",0.182886827576922
"HOUSING_TENURE_Occupied_housing_units_Average_household_size_of_owner.occupied_unit",0.181589741595291
"SELECTED_CHARACTERISTICS_Occupied_housing_units_Lacking_complete_plumbing_facilities_shuffled",0.180918381515301
"NAC_MALE_20.39",0.180315585451261
"NHNA_FEMALE_0.19",0.179673715155002
"NHWA_MALE_20.39",0.179465502094194
"wc2.0_30s_prec_10",0.179420791107704
"SELECTED_MONTHLY_OWNER_COSTS_Housing_units_without_a_mortgage_250_to_399",0.179112376313262
"BEDROOMS_Total_housing_units_5_or_more_bedrooms",0.178764542578317
"NHWA_FEMALE_20.39",0.177602962486279
"wc2.0_30s_tavg_02",0.177576548281435
"NHTOM_FEMALE_60.79_shuffled",0.176578541217221
"BEDROOMS_Total_housing_units_2_bedrooms",0.176314048598203
"UNITS_IN_STRUCTURE_Total_housing_units_10_to_19_units",0.175864031309238
"NHNAC_FEMALE_20.39",0.175532678597987
"wc2.0_30s_wind_04",0.175384730126814
"NHNAC_MALE_20.39",0.175275972042931
"NHWAC_MALE_20.39",0.174227942427238
"NHTOM_FEMALE_40.59_shuffled",0.174203522908645
"wc2.0_30s_tmax_03",0.173974198679133
"TOM_FEMALE_80plus_shuffled",0.172339750516769
"UVB280.315_CloudPlsOzone_month.07",0.171569431702239
"wc2.0_30s_tmax_04",0.169828682751903
"IAC_MALE_20.39",0.168393210243172
"NHIA_MALE_0.19_shuffled",0.167229880058379
"NHBA_FEMALE_20.39_shuffled",0.166014720906514
"NHNAC_FEMALE_0.19",0.165539568681957
"UVB280.315_CloudPlsOzone_month.04",0.165320780360511
"MORTGAGE_STATUS_Owner.occupied_units_Housing_units_with_a_mortgage_shuffled",0.164628700124548
"OCCUPANTS_PER_ROOM_Occupied_housing_units_1point01_to_1point50",0.164264969098011
"IA_MALE_0.19",0.16405626481936
"BA_FEMALE_20.39_shuffled",0.163466544022363
"GROSS_RENT_Occupied_units_paying_rent_Median",0.163414886990188
"UVB280.315_CloudPlsOzone_month.08",0.162998219873349
"SELECTED_MONTHLY_OWNER_COSTS_Housing_units_with_a_mortgage_2500_to_2999_shuffled",0.162005871305225
"SELECTED_MONTHLY_OWNER_COSTS_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_Housing_units_with_a_mortgage_Less_than_20_percent",0.160810057517526
"NHWAC_FEMALE_AllAges_shuffled",0.16071266993327
"wc2.0_30s_tavg_04",0.160704221275329
"wc2.0_30s_tavg_12_shuffled",0.160339702822241
"NHNA_MALE_40.59",0.159574987410982
"H_MALE_60.79_shuffled",0.159417592901506
"Manganese_soil_pH_shuffled",0.158758759502538
"WAC_FEMALE_AllAges",0.158742448786161
"H_FEMALE_20.39_shuffled",0.15834864620324
"NA_FEMALE_20.39",0.157945148940975
"swc_fr_11_res3600.8640_SwcSoilVariance_11_shuffled",0.157555675761176
"aet_by_wind_04",0.15734764378078
"NH_MALE_20.39_shuffled",0.156818783477385
"HBAC_FEMALE_AllAges",0.156116107281601
"NA_MALE_40.59",0.156005926966261
"MODCF_monthlymean_12",0.155773018969448
"pet_04",0.155408181554267
"HWA_FEMALE_AllAges_shuffled",0.154989841187833
"NHNA_FEMALE_40.59",0.154171447776345
"pet_06",0.153758541306165
"NHTOM_MALE_80plus",0.153042547624612
"UNITS_IN_STRUCTURE_Total_housing_units_Boat_RV_van_etc_shuffled",0.152332012767507
"MODCF_monthlymean_01",0.151110278603811
"NHNA_FEMALE_60.79",0.150818646706753
"IAC_MALE_0.19",0.14951660344345
"HAAC_FEMALE_0.19",0.148450629142567
"IA_FEMALE_40.59",0.148161666291532
"NH_FEMALE_40.59",0.148138551733702
"YEAR_STRUCTURE_BUILT_Total_housing_units_Built_1960_to_1969",0.147967720104305
"Boron_soil_pH",0.147759607406983
"MODCF_monthlymean_06_shuffled",0.147426418899101
"OCCUPANTS_PER_ROOM_Occupied_housing_units_1_or_less",0.146753322435944
"swc_fr_01_res3600.8640_SwcSoilVariance_01",0.146727923352743
"NA_MALE_20.39",0.146521495512391
"NAC_FEMALE_20.39",0.144292549424355
"NHIAC_FEMALE_60.79_shuffled",0.143056029754635
"GloAspectClN_5min",0.142254546079145
"pet_03",0.141761101511393
"NHTOM_FEMALE_40.59",0.141587353362117
"pet_09",0.141257778644358
"NHIAC_FEMALE_40.59",0.140049224852792
"GROSS_RENT_Occupied_units_paying_rent_Less_than_500_shuffled",0.139821288879896
"NHNAC_MALE_0.19",0.139736084004907
"GROSS_RENT_Occupied_units_paying_rent_1000_to_1499_shuffled",0.139648921428411
"wc2.0_30s_tmin_02",0.139524698856799
"IAC_FEMALE_20.39",0.13948517242322
"VALUE_Owner.occupied_units_100000_to_149999_shuffled",0.139483961750516
"VALUE_Owner.occupied_units_100000_to_149999",0.138986679318434
"NHIA_MALE_AllAges",0.138742429405096
"SELECTED_MONTHLY_OWNER_COSTS_Housing_units_with_a_mortgage_3000_or_more_shuffled",0.137807102479405
"URB_2000",0.137712089628073
"HOUSING_OCCUPANCY_Total_housing_units",0.137032057421353
"HBA_FEMALE_AllAges",0.136873025980883
"NA_FEMALE_0.19",0.135926077162669
"wc2.0_30s_vapr_03",0.135179779639356
"NAC_MALE_0.19",0.134619916865371
"NAC_FEMALE_0.19",0.134086806614723
"MODCF_monthlymean_08",0.133861787083096
"HBA_MALE_AllAges",0.133035002335991
"TOM_MALE_80plus",0.132908721474726
"MODCF_monthlymean_07",0.132775652901462
"VALUE_Owner.occupied_units_150000_to_199999",0.132745373352665
"WAC_MALE_AllAges",0.132694151425691
"NA_MALE_0.19",0.132390016044851
"WA_MALE_AllAges",0.13194934866271
"TOT_FEMALE_40.59",0.131612252950835
"H_MALE_40.59_shuffled",0.130497523947685
"HTOM_FEMALE_0.19_shuffled",0.130365784198922
"HBAC_MALE_AllAges",0.129794673919632
"NA_FEMALE_40.59",0.129667961529504
"wc2.0_30s_vapr_02",0.129164739159461
"BEDROOMS_Total_housing_units_4_bedrooms",0.128643406644323
"HAA_MALE_0.19",0.1285817873932
"HOUSING_OCCUPANCY_Total_housing_units_Rental_vacancy_rate",0.12807235460768
"HWAC_FEMALE_60.79",0.126835306501471
"SELECTED_MONTHLY_OWNER_COSTS_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_Housing_unit_without_a_mortgage_25_to_29point9_percent_shuffled",0.126400813511095
"HOUSE_HEATING_FUEL_Occupied_housing_units_No_fuel_used",0.125146803838801
"IA_FEMALE_20.39",0.125004572225961
"H_FEMALE_AllAges_shuffled",0.124586151751516
"GROSS_RENT_Occupied_units_paying_rent_shuffled",0.123347225413472
"SELECTED_MONTHLY_OWNER_COSTS_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_Housing_units_with_a_mortgage_30_to_34point9_percent_shuffled",0.12311749280266
"YEAR_STRUCTURE_BUILT_Total_housing_units_Built_1950_to_1959_shuffled",0.122971492076618
"wc2.0_30s_srad_05",0.122394000242944
"YEAR_STRUCTURE_BUILT_Total_housing_units_Built_2014_or_later_shuffled",0.122389315012031
"NHBA_MALE_60.79_shuffled",0.122249899344225
"HIA_FEMALE_20.39",0.120912282259517
"TOT_POP_40.59",0.120419731555398
"SELECTED_MONTHLY_OWNER_COSTS_Housing_units_with_a_mortgage_Median",0.11986780060521
"wc2.0_30s_prec_11",0.11965385082651
"wc2.0_30s_tavg_03",0.119517121722877
"HAAC_MALE_20.39",0.119297247580808
"BEDROOMS_Total_housing_units_No_bedroom_shuffled",0.118882472933675
"IA_FEMALE_20.39_shuffled",0.118628204981958
"HWA_FEMALE_20.39_shuffled",0.118195564162205
"HTOM_MALE_60.79",0.117999771857615
"wc2.0_30s_tmax_02",0.117932066295822
"HIA_MALE_20.39",0.115232096434505
"UNITS_IN_STRUCTURE_Total_housing_units_10_to_19_units_shuffled",0.113987756185719
"GROSS_RENT_Occupied_units_paying_rent_2500_to_2999",0.113826868977594
"TOT_MALE_40.59",0.112827445817466
"alt_global",0.112752766586288
"GloAspectClU_30as",0.11154859761117
"NHNA_FEMALE_AllAges",0.111486083625839
"GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_Occupied_units_paying_rent_35_percent_or_more_shuffled",0.111098214961373
"wc2.0_30s_tmin_03",0.111077508769927
"Nit_soil_pH",0.111063231345721
"H_MALE_60.79",0.110157399595046
"NHNA_MALE_AllAges",0.109563996827352
"IA_MALE_60.79_shuffled",0.109410564994757
"swc_fr_06_res3600.8640_SwcSoilVariance_06_shuffled",0.109379436094851
"NHWAC_FEMALE_0.19",0.109261436353703
"HNA_FEMALE_60.79_shuffled",0.108356651098691
"HTOM_FEMALE_80plus_shuffled",0.108327410968755
"swc_fr_03_res3600.8640_SwcSoilVariance_03",0.108298771051683
"Copp.Zinc_soil_pH",0.108205279566085
"NAC_MALE_40.59",0.108183630297868
"NHTOM_MALE_40.59",0.107342423313117
"BAC_MALE_80plus_shuffled",0.10730019367791
"IAC_FEMALE_0.19_shuffled",0.106887947810797
"HWAC_FEMALE_0.19_shuffled",0.106326862592042
"BA_MALE_60.79_shuffled",0.105967244154493
"wc2.0_30s_tavg_01",0.105932536786086
"NH_MALE_AllAges_shuffled",0.105736185087309
"wc2.0_30s_wind_08_shuffled",0.105629476388127
"NHWAC_MALE_40.59",0.105409538081376
"IA_MALE_20.39",0.105374088300862
"Sulph_soil_pH",0.105331518649162
"NHIA_FEMALE_AllAges",0.105143903028254
"social_distancing",0.10510968976728
"pet_05",0.104610334983611
"YEAR_STRUCTURE_BUILT_Total_housing_units_Built_2010_to_2013_shuffled",0.10393762399152
"HTOM_MALE_80plus",0.103411783604578
"NHAA_MALE_40.59_shuffled",0.103116328089776
"NHIAC_FEMALE_20.39",0.102642135027136
"GloElev_30as",0.1017348144928
"NAC_MALE_AllAges_shuffled",0.101512319979772
"wc2.0_30s_vapr_04",0.101405204201273
"social_distancing_shuffled",0.101360733785421
"NHBAC_FEMALE_60.79_shuffled",0.100897633398514
"Pop_Wearing_Mask",0.0994860514840146
"Potasium_soil_pH",0.0987146486993986
"AAC_MALE_20.39",0.0985100133324616
"swc_fr_06_res3600.8640_SwcSoilVariance_06",0.0983841016765121
"NHIAC_FEMALE_AllAges",0.0983621731743368
"YEAR_HOUSEHOLDER_MOVED_INTO_UNIT_Occupied_housing_units_Moved_in_2010_to_2014_shuffled",0.0981187283255621
"FOR_2000",0.0979412177359736
"HOUSE_HEATING_FUEL_Occupied_housing_units_Bottled_tank_or_LP_gas",0.0977945189734821
"WAT_2000",0.0976519726951718
"BA_FEMALE_80plus_shuffled",0.0976260538976615
"BA_FEMALE_0.19_shuffled",0.0974571465418309
"VALUE_Owner.occupied_units_500000_to_999999",0.0974183510529868
"NHNAC_FEMALE_40.59",0.0973975818349623
"Rooting_Conditions_Global_shuffled",0.0971906704106895
"NHIAC_MALE_AllAges",0.0970947521962485
"UNITS_IN_STRUCTURE_Total_housing_units_2_units_shuffled",0.0969765358148006
"gathering_size_10_0_shuffled",0.0966572797400249
"wc2.0_30s_tmax_02_shuffled",0.0963984829141685
"NHTOM_MALE_80plus_shuffled",0.096381241599384
"swc_fr_02_res3600.8640_SwcSoilVariance_02",0.0963137934902145
"NHNAC_MALE_40.59",0.0963123779290733
"HNA_FEMALE_40.59",0.0957898813931285
"NHIAC_MALE_0.19",0.0953439985388784
"Cal_soil_pH_shuffled",0.0951272011489647
"VALUE_Owner.occupied_units_50000_to_99999",0.0948658126007816
"H_MALE_80plus",0.0941517596920276
"NHIAC_MALE_20.39",0.0939131203570719
"wc2.0_30s_tmin_01",0.0938978037798053
"HBAC_FEMALE_0.19_shuffled",0.0938380403206478
"wc2.0_30s_wind_08",0.093040708609581
"wc2.0_30s_vapr_09_shuffled",0.0926283290149686
"AAC_FEMALE_0.19",0.092204485565209
"NHIAC_FEMALE_0.19",0.0916954030583184
"HWA_FEMALE_60.79",0.0914605498264761
"WAC_FEMALE_20.39_shuffled",0.0913765382927759
"AAC_MALE_80plus",0.0912309610086696
"soil_nutrient_availability_shuffled",0.0908887148541201
"NHAA_MALE_80plus",0.0903538563013397
"MODCF_monthlymean_11",0.0901091930385536
"IA_MALE_AllAges_shuffled",0.0898624611804357
"HNAC_FEMALE_60.79",0.089736308784751
"IA_MALE_AllAges",0.0893601168765034
"NHAAC_MALE_80plus",0.0892043942719808
"HNA_MALE_60.79",0.0891734579065134
"IAC_FEMALE_0.19",0.0887931716914229
"UVB280.315_CloudPlsOzone_month.04_shuffled",0.0887850600150317
"IAC_FEMALE_40.59",0.0887838117161461
"HTOM_FEMALE_80plus",0.088518379778554
"NHIA_FEMALE_40.59",0.0877376082525299
"TOT_FEMALE_AllAges",0.0875440743467567
"HAA_FEMALE_0.19",0.087481305250261
"Nit_soil_pH_shuffled",0.0868539344711114
"pet_02",0.086246736285511
"HWA_MALE_AllAges_shuffled",0.0862014387249541
"TOT_MALE_AllAges",0.0861412757851686
"wc2.0_30s_tmax_05",0.085985069644458
"wc2.0_30s_prec_06",0.0853521964467581
"GROSS_RENT_Occupied_units_paying_rent_Less_than_500",0.0850921330968861
"BEDROOMS_Total_housing_units_1_bedroom",0.0850199979985966
"TOT_POP_AllAges",0.0830468510314116
"YEAR_HOUSEHOLDER_MOVED_INTO_UNIT_Occupied_housing_units_Moved_in_2000_to_2009",0.0826096929938667
"GROSS_RENT_Occupied_units_paying_rent_2000_to_2499_shuffled",0.082602657612671
"wc2.0_30s_tmax_01",0.0823080442250693
"UNITS_IN_STRUCTURE_Total_housing_units_1.unit_detached_shuffled",0.0819573415452959
"WA_FEMALE_40.59",0.081946836428352
"ROOMS_Total_housing_units_Median_rooms_shuffled",0.081642901718431
"wc2.0_30s_srad_01_shuffled",0.0815656102809788
"HWAC_MALE_80plus",0.0802378959127074
"wc2.0_30s_srad_03",0.079604503768365
"HAAC_FEMALE_20.39",0.079588730900075
"AA_FEMALE_AllAges_shuffled",0.078998528096356
"HNA_FEMALE_20.39_shuffled",0.0784868372569695
"IA_FEMALE_AllAges_shuffled",0.0782375289477799
"UVB280.315_CloudPlsOzone_month.02",0.0781566825838524
"NH_MALE_AllAges",0.0780957870429921
"AA_MALE_20.39_shuffled",0.0780032903154535
"AA_MALE_80plus",0.0779884670138766
"TOM_FEMALE_40.59_shuffled",0.0778522277454782
"AAC_FEMALE_20.39",0.0777635738645862
"URB_2000_shuffled",0.0772943993011302
"wc2.0_30s_tmax_09_shuffled",0.077090583956035
"wc2.0_30s_vapr_07_shuffled",0.0770809688017491
"WAC_FEMALE_40.59_shuffled",0.0769344185114339
"CULTRF_2000_shuffled",0.0768625034912801
"NHIA_FEMALE_20.39",0.0768381560380156
"HTOM_FEMALE_60.79_shuffled",0.0766993476205333
"MODCF_monthlymean_09",0.0763942342192714
"NHAAC_FEMALE_0.19",0.0763200071148189
"wc2.0_30s_tavg_06_shuffled",0.0762287157632252
"HBAC_MALE_AllAges_shuffled",0.0761173232065101
"NAC_MALE_0.19_shuffled",0.0760944456345768
"wc2.0_30s_srad_04",0.0757279207004409
"phosph_soil_pH",0.0753288871687824
"NAC_FEMALE_40.59",0.0750319007322972
